#,Tag,RX Freq,Name,Mode,Skip,Step,Masked,RPT Sh,ShiftFrq,TS/DCS,Tone,DCS,TX Pwr,TX Dev,Clk Sh,SPACE,LPD,LPJ,PMR,GMRS,CB A-B,CB C-D,BANK 8,S-SPAS,POLICE,DPS,POL SN,POL VO,POL Z,POL YZ,POL Y,POL C,BANK18,WATER,A-FLOT,R-WAY,METRO,RADIO,TV CH
U44,,,,,,,,,,,,,,,
L45,,,,,,,,,,,,,,,
U45,,,,,,,,,,,,,,,
L46,,,,,,,,,,,,,,,
U46,,,,,,,,,,,,,,,
L47,,,,,,,,,,,,,,,
U47,,,,,,,,,,,,,,,
L48,,,,,,,,,,,,,,,
U48,,,,,,,,,,,,,,,
L49,,,,,,,,,,,,,,,
U49,,,,,,,,,,,,,,,
L50,,,,,,,,,,,,,,,
U50,,,,,,,,,,,,,,,
Home 1,N/A,0.540,ALPHA,AM,N/A,10 KHz,N/A,SIMP,0.000,OFF,100.0,023,HIGH,NORM,OFF
Home 2,N/A,1.800,ALPHA,AM,N/A,5 KHz,N/A,SIMP,0.000,OFF,100.0,023,HIGH,NORM,OFF
Home 3,N/A,30.000,ALPHA,AM,N/A,5 KHz,N/A,SIMP,0.000,OFF,100.0,023,HIGH,NORM,OFF
Home 4,N/A,59.000,ALPHA,AM,N/A,5 KHz,N/A,SIMP,0.000,OFF,100.0,023,HIGH,NORM,OFF
Home 5,N/A,108.000,ALPHA,AM,N/A,25 KHz,N/A,SIMP,0.000,OFF,100.0,023,HIGH,NORM,OFF
Home 6,N/A,146.520,ALPHA,NFM,N/A,5 KHz,N/A,SIMP,0.600,OFF,100.0,023,HIGH,NORM,OFF
Home 7,N/A,174.000,ALPHA,WFM,N/A,50 KHz,N/A,SIMP,0.000,OFF,100.0,023,HIGH,NORM,OFF
Home 8,N/A,222.000,ALPHA,NFM,N/A,20 KHz,N/A,SIMP,0.000,OFF,100.0,023,HIGH,NORM,OFF
Home 9,N/A,446.000,ALPHA,NFM,N/A,25 KHz,N/A,SIMP,5.000,OFF,100.0,023,HIGH,NORM,OFF
Home 10,N/A,470.000,ALPHA,WFM,N/A,50 KHz,N/A,SIMP,0.000,OFF,100.0,023,HIGH,NORM,OFF
Home 11,N/A,860.000,ALPHA,NFM,N/A,12.5 KH,N/A,SIMP,0.000,OFF,100.0,023,HIGH,NORM,OFF
DMR 0,N/A,120.000,ALPHA,AM,N/A,25 KHz,N/A,SIMP,0.000,OFF,100.0,023,HIGH,NORM,OFF
DMR 1,N/A,433.0875,ALPHA,NFM,N/A,25 KHz,N/A,SIMP,5.000,TONE,77.0,023,HIGH,NORM,OFF
DMR 2,N/A,434.475,ALPHA,NFM,N/A,25 KHz,N/A,SIMP,5.000,TONE,79.7,023,HIGH,NORM,OFF
DMR 3,N/A,433.0875,ALPHA,NFM,N/A,12.5 KHz,N/A,SIMP,7.600,TONE,77.0,023,HIGH,NORM,OFF
DMR 4,N/A,435.000,ALPHA,NFM,N/A,25 KHz,N/A,SIMP,5.000,OFF,100.0,023,HIGH,NORM,OFF
DMR 5,N/A,440.000,ALPHA,NFM,N/A,25 KHz,N/A,SIMP,5.000,OFF,100.0,023,HIGH,NORM,OFF
DMR 6,N/A,446.000,ALPHA,NFM,N/A,25 KHz,N/A,RPT-,5.000,OFF,100.0,023,HIGH,NORM,OFF
DMR 7,N/A,222.000,ALPHA,NFM,N/A,5 KHz,N/A,SIMP,0.000,OFF,100.0,023,HIGH,NORM,OFF
DMR 8,N/A,0.540,ALPHA,AM,N/A,10 KHz,N/A,SIMP,0.000,OFF,100.0,023,HIGH,NORM,OFF
DMR 9,N/A,88.000,ALPHA,WFM,N/A,100 KHz,N/A,SIMP,0.000,OFF,100.0,023,HIGH,NORM,OFF

